testbed,host,pcap,mode,n_iter,n_replicates,ns_per_pkt_mean,ns_per_pkt_median,ns_per_pkt_p95,ns_per_pkt_ci95_lo,ns_per_pkt_ci95_hi,mpps_median,parity_ok,parity_disagreements,build_hash,kernel,nic_driver,nic_firmware
hp2-hp5-x710,hp5,k8s-microservices.pcap,rust-graph-enum,100,1,108,108,108,—,—,9,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,k8s-microservices.pcap,rust-mono,100,1,85,85,85,—,—,12,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,k8s-microservices.pcap,rust-mono-x4,100,1,92,92,92,—,—,11,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,k8s-microservices.pcap,rust-compiled,100,1,83,83,83,—,—,12,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,k8s-microservices.pcap,rust-simd,100,1,42,42,42,—,—,24,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,k8s-microservices.pcap,rust-template,100,1,71,71,71,—,—,14,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,k8s-microservices.pcap,rust-template-simd,100,1,76,76,76,—,—,13,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,nfs-server.pcap,c-flowdis-usp,100,1,115,115,115,—,—,8,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,nfs-server.pcap,c-xdp2-usp,100,1,127,127,127,—,—,7,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,nfs-server.pcap,c-xdp2-parse-only,100,1,126,126,126,—,—,7,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,nfs-server.pcap,c-xdp2-mono,100,1,69,69,69,—,—,14,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,nfs-server.pcap,c-bpf-flowdis,100,1,115,115,115,—,—,8,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,nfs-server.pcap,c-bpf-xdp2,100,0,—,—,—,—,—,—,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,nfs-server.pcap,c-bpf-fast,100,1,23,23,23,—,—,43,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,nfs-server.pcap,rust-graph,100,1,264,264,264,—,—,4,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,nfs-server.pcap,rust-graph-enum,100,1,107,107,107,—,—,9,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,nfs-server.pcap,rust-mono,100,1,70,70,70,—,—,14,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,nfs-server.pcap,rust-mono-x4,100,1,82,82,82,—,—,12,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,nfs-server.pcap,rust-compiled,100,1,71,71,71,—,—,14,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,nfs-server.pcap,rust-simd,100,1,38,38,38,—,—,26,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,nfs-server.pcap,rust-template,100,1,68,68,68,—,—,15,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,nfs-server.pcap,rust-template-simd,100,1,76,76,76,—,—,13,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,pppoe-isp.pcap,c-flowdis-usp,100,1,122,122,122,—,—,8,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,pppoe-isp.pcap,c-xdp2-usp,100,1,133,133,133,—,—,7,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,pppoe-isp.pcap,c-xdp2-parse-only,100,1,130,130,130,—,—,7,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,pppoe-isp.pcap,c-xdp2-mono,100,1,72,72,72,—,—,13,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,pppoe-isp.pcap,c-bpf-flowdis,100,1,66,66,66,—,—,15,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,pppoe-isp.pcap,c-bpf-xdp2,100,0,—,—,—,—,—,—,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,pppoe-isp.pcap,c-bpf-fast,100,1,18,18,18,—,—,55,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,pppoe-isp.pcap,rust-graph,100,1,329,329,329,—,—,3,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,pppoe-isp.pcap,rust-graph-enum,100,1,28,28,28,—,—,35,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,pppoe-isp.pcap,rust-mono,100,1,79,79,79,—,—,13,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,pppoe-isp.pcap,rust-mono-x4,100,1,91,91,91,—,—,11,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,pppoe-isp.pcap,rust-compiled,100,1,79,79,79,—,—,13,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,pppoe-isp.pcap,rust-simd,100,1,58,58,58,—,—,17,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,pppoe-isp.pcap,rust-template,100,1,82,82,82,—,—,12,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,pppoe-isp.pcap,rust-template-simd,100,1,80,80,80,—,—,12,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vlan-tcp-mix.pcap,c-flowdis-usp,100,1,127,127,127,—,—,7,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vlan-tcp-mix.pcap,c-xdp2-usp,100,1,131,131,131,—,—,7,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vlan-tcp-mix.pcap,c-xdp2-parse-only,100,1,129,129,129,—,—,7,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vlan-tcp-mix.pcap,c-xdp2-mono,100,1,70,70,70,—,—,14,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vlan-tcp-mix.pcap,c-bpf-flowdis,100,1,119,119,119,—,—,8,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vlan-tcp-mix.pcap,c-bpf-xdp2,100,0,—,—,—,—,—,—,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vlan-tcp-mix.pcap,c-bpf-fast,100,1,23,23,23,—,—,43,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vlan-tcp-mix.pcap,rust-graph,100,1,317,317,317,—,—,3,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vlan-tcp-mix.pcap,rust-graph-enum,100,1,29,29,29,—,—,34,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vlan-tcp-mix.pcap,rust-mono,100,1,88,88,88,—,—,11,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vlan-tcp-mix.pcap,rust-mono-x4,100,1,98,98,98,—,—,10,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vlan-tcp-mix.pcap,rust-compiled,100,1,88,88,88,—,—,11,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vlan-tcp-mix.pcap,rust-simd,100,1,51,51,51,—,—,20,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vlan-tcp-mix.pcap,rust-template,100,1,78,78,78,—,—,13,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vlan-tcp-mix.pcap,rust-template-simd,100,1,81,81,81,—,—,12,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vxlan-k8s-pure.pcap,c-flowdis-usp,100,1,111,111,111,—,—,9,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vxlan-k8s-pure.pcap,c-xdp2-usp,100,1,160,160,160,—,—,6,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vxlan-k8s-pure.pcap,c-xdp2-parse-only,100,1,158,158,158,—,—,6,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vxlan-k8s-pure.pcap,c-xdp2-mono,100,1,141,141,141,—,—,7,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vxlan-k8s-pure.pcap,c-bpf-flowdis,100,1,115,115,115,—,—,8,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vxlan-k8s-pure.pcap,c-bpf-xdp2,100,0,—,—,—,—,—,—,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vxlan-k8s-pure.pcap,c-bpf-fast,100,1,23,23,23,—,—,43,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vxlan-k8s-pure.pcap,rust-graph,100,1,462,462,462,—,—,2,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vxlan-k8s-pure.pcap,rust-graph-enum,100,1,114,114,114,—,—,9,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vxlan-k8s-pure.pcap,rust-mono,100,1,93,93,93,—,—,11,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vxlan-k8s-pure.pcap,rust-mono-x4,100,1,100,100,100,—,—,10,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vxlan-k8s-pure.pcap,rust-compiled,100,1,93,93,93,—,—,11,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vxlan-k8s-pure.pcap,rust-simd,100,1,35,35,35,—,—,28,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vxlan-k8s-pure.pcap,rust-template,100,1,73,73,73,—,—,14,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
hp2-hp5-x710,hp5,vxlan-k8s-pure.pcap,rust-template-simd,100,1,78,78,78,—,—,13,,,/nix/store/9vgp0qk9zl0adiyx9z5xwahssw83ls8r-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,,
